Date,Bar Name,Alcohol Type,Brand Name,Consumed (ml),Purchase (ml),Opening Balance (ml),Closing Balance (ml),Next_Day_Consumption,DayOfWeek,DayOfMonth,Month,WeekOfYear,IsWeekend,IsHolidaySeason,Consumption_Lag_1,Purchase_Lag_1,Consumption_Lag_2,Purchase_Lag_2,Consumption_Lag_3,Purchase_Lag_3,Consumption_Lag_7,Purchase_Lag_7,Consumption_Lag_14,Purchase_Lag_14,Consumption_Mean_3,Consumption_Std_3,Consumption_Max_3,Consumption_Mean_7,Consumption_Std_7,Consumption_Max_7,Consumption_Mean_14,Consumption_Std_14,Consumption_Max_14,Inventory_Ratio,Stockout_Risk,Inventory_Turnover,Inventory_Usage_Rate,Alcohol_Beer,Alcohol_Rum,Alcohol_Vodka,Alcohol_Whiskey,Alcohol_Wine,Bar_Anderson's Bar,Bar_Brown's Bar,Bar_Johnson's Bar,Bar_Smith's Bar,Bar_Taylor's Bar,Bar_Thomas's Bar,Brand_Popularity,Bar_Brand_Popularity,Consumption_Trend_7d
2023-03-13,Smith's Bar,Vodka,Absolut,1072.68,0.0,1212.84,140.16,140.16,0,13,3,11,0,0,170.79,1383.63,0.0,0.0,277.86,0.0,220.33,1484.87,0.0,0.0,414.48999999999995,576.3704217775232,1072.68,390.40285714285716,342.8096216422115,1072.68,353.90538461538466,255.5854063913987,1072.68,0.13054168839877803,0.35901376599995605,0.8837079021946881,0.8837079021946881,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,47.19071428571429
2023-03-15,Smith's Bar,Vodka,Absolut,140.16,0.0,140.16,8.5265128291212e-14,0.0,2,15,3,11,0,0,1072.68,0.0,170.79,1383.63,0.0,0.0,349.56,0.0,0.0,0.0,461.21000000000004,529.7699688544077,1072.68,360.48857142857145,355.85575665937887,1072.68,338.6378571428572,252.11574347993337,1072.68,6.040317957722584e-16,2.3652657823052996e-16,0.9929158401813545,0.9929158401813545,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,14.544285714285728
2023-03-20,Smith's Bar,Vodka,Absolut,0.0,0.0,8.5265128291212e-14,8.5265128291212e-14,211.48,0,20,3,12,0,0,140.16,0.0,1072.68,0.0,170.79,1383.63,327.67,0.0,387.5,0.0,404.28000000000003,583.0781477640884,1072.68,313.67857142857144,381.5181594816762,1072.68,310.9592857142857,267.160736448024,1072.68,8.5265128291212e-14,2.7182324856585857e-16,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,-28.767857142857174
2023-03-21,Smith's Bar,Vodka,Absolut,211.48,835.05,8.5265128291212e-14,623.57,545.58,1,21,3,12,0,0,0.0,0.0,140.16,0.0,1072.68,0.0,534.26,0.0,433.78,0.0,117.21333333333332,107.59116940220235,211.48,267.56714285714287,369.7389102557951,1072.68,295.0807142857143,265.90260829756926,1072.68,2.9347232680722897,2.330517840648809,211.47999999998197,211.47999999998197,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,-8.206071428571407
2023-03-26,Smith's Bar,Vodka,Absolut,545.58,877.05,623.57,955.039999999999,379.14,6,26,3,12,1,0,211.48,835.05,0.0,0.0,140.16,0.0,277.86,0.0,145.24,0.0,252.35333333333335,275.07700037141126,545.58,305.8128571428571,384.5315838226333,1072.68,323.6764285714286,270.04333078535444,1072.68,1.74730140144169,3.122955682513579,0.8735289879437053,0.8735289879437053,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,23.051428571428573
2023-03-27,Smith's Bar,Vodka,Absolut,379.14,0.0,955.039999999999,575.899999999999,267.57,0,27,3,13,0,0,545.58,877.05,211.48,835.05,0.0,0.0,0.0,0.0,350.62,0.0,378.73333333333335,167.05037124572144,545.58,359.9757142857143,360.2099606182087,1072.68,325.71357142857147,270.369598729282,1072.68,1.5149681696217157,1.5998301472718368,0.3965733651311664,0.3965733651311664,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,-12.779642857142848
2023-03-29,Smith's Bar,Vodka,Absolut,267.57,0.0,575.899999999999,308.329999999999,175.74,2,29,3,13,0,0,379.14,0.0,545.58,877.05,211.48,835.05,170.79,1383.63,330.48,555.29,397.43,139.90454996175077,545.58,373.8014285714286,353.53378511011607,1072.68,321.21999999999997,270.8067185281783,1072.68,1.1480433406560637,0.8248497101211083,0.46380655226209133,0.46380655226209133,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,-49.70678571428576
2023-04-09,Smith's Bar,Vodka,Absolut,175.74,0.0,308.329999999999,132.589999999999,132.59,6,9,4,14,1,0,267.57,0.0,379.14,0.0,545.58,877.05,1072.68,0.0,220.33,1484.87,274.15000000000003,101.85952238254421,379.14,245.66714285714286,175.96644042868772,545.58,318.03499999999997,272.342437658915,1072.68,0.7501980310059919,0.5397140148982031,0.5681311221026107,0.5681311221026107,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,28.91214285714287
2023-04-13,Smith's Bar,Vodka,Absolut,132.59,0.0,132.589999999999,0.0,563.3,3,13,4,15,0,0,175.74,0.0,267.57,0.0,379.14,0.0,140.16,0.0,349.56,0.0,191.96666666666667,68.93749802055025,267.57,244.58571428571426,176.74446034290526,545.58,302.5371428571429,276.5513856669059,1072.68,0.0,0.0,0.9925144097612171,0.9925144097612171,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,1.7242857142857138
2023-04-16,Smith's Bar,Vodka,Absolut,563.3,915.38,0.0,352.08,212.57,6,16,4,15,1,0,132.59,0.0,175.74,0.0,267.57,0.0,0.0,0.0,327.67,0.0,290.5433333333333,237.19744946633247,563.3,325.0571428571428,175.0517514636064,563.3,319.3678571428572,285.2324938113191,1072.68,0.6239234449760765,1.0831326360200404,563.3,563.3,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,0.9314285714285768
2023-04-22,Smith's Bar,Vodka,Absolut,212.57,1411.04,352.08,1550.55,341.59,5,22,4,16,1,0,563.3,915.38,132.59,0.0,175.74,0.0,211.48,835.05,534.26,0.0,302.81999999999994,229.09948253979104,563.3,325.2128571428571,174.93432784088688,563.3,296.39,279.4890783885151,1072.68,7.2601488973170385,4.76780042960874,0.6020448623541407,0.6020448623541407,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,-27.34607142857139
2023-04-25,Smith's Bar,Vodka,Absolut,341.59,0.0,1550.55,1208.96,228.72,1,25,4,17,0,0,212.57,1411.04,563.3,915.38,132.59,0.0,545.58,877.05,277.86,0.0,372.4866666666666,177.3945778013898,563.3,296.07142857142856,146.84123369914101,563.3,300.9421428571428,279.68298746915286,1072.68,3.5288829212761614,4.083338962605549,0.2201604846766137,0.2201604846766137,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,5.8896428571428565
2023-04-26,Smith's Bar,Vodka,Absolut,228.72,0.0,1208.96,980.24,281.58,2,26,4,17,0,0,341.59,0.0,212.57,1411.04,563.3,915.38,379.14,0.0,0.0,0.0,260.96,70.29298186874719,341.59,274.5828571428571,143.63008270255537,563.3,317.2792857142857,267.15116557612345,1072.68,4.267107783388473,3.5699242487305423,0.18903104234850737,0.18903104234850737,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,10.540357142857145
2023-05-07,Smith's Bar,Vodka,Absolut,281.58,0.0,980.24,698.66,392.07,6,7,5,18,1,0,228.72,0.0,341.59,0.0,212.57,1411.04,267.57,0.0,170.79,1383.63,283.9633333333333,56.472731767936914,341.59,276.58428571428567,143.61368538050775,563.3,325.1928571428571,264.1015643919697,1072.68,2.4724325854625238,2.526029265168458,0.28696343402225755,0.28696343402225755,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,10.288214285714282
2023-05-12,Smith's Bar,Vodka,Absolut,392.07,886.98,698.66,1193.57,254.12,4,12,5,19,0,0,281.58,0.0,228.72,0.0,341.59,0.0,175.74,0.0,1072.68,0.0,300.78999999999996,83.35210675201928,392.07,307.4885714285714,141.55752651938275,563.3,276.5778571428571,156.74401974501026,563.3,3.036532933065357,3.8816727218665505,0.5603721807735186,0.5603721807735186,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,8.255357142857141
2023-05-16,Smith's Bar,Vodka,Absolut,254.12,0.0,1193.57,939.45,264.65,1,16,5,20,0,0,392.07,886.98,281.58,0.0,228.72,0.0,132.59,0.0,140.16,0.0,309.2566666666666,73.02088080359857,392.07,324.84999999999997,122.73274461202291,563.3,284.7178571428571,152.00198117021475,563.3,3.682384760112888,2.8919501308296143,0.21272926659802274,0.21272926659802274,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,-22.448214285714275
2023-05-24,Smith's Bar,Vodka,Absolut,264.65,0.0,939.45,674.8,391.02,2,24,5,21,0,0,254.12,0.0,392.07,886.98,281.58,0.0,563.3,915.38,0.0,0.0,303.6133333333333,76.78643521699227,392.07,282.18571428571425,63.775528446038514,392.07,303.62142857142857,128.51083766672048,563.3,2.5401844532279316,2.391332962081709,0.28140783667393265,0.28140783667393265,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,5.166071428571435
2023-05-27,Smith's Bar,Vodka,Absolut,391.02,0.0,674.8,283.78,152.89,5,27,5,21,1,0,264.65,0.0,254.12,0.0,392.07,886.98,212.57,1411.04,211.48,835.05,303.2633333333333,76.18165549089461,391.02,307.67857142857144,66.89950409098027,392.07,316.44571428571425,127.56339459954108,563.3,0.7238916381817254,0.9223261752756818,0.5786031370227879,0.5786031370227879,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,6.881785714285706
2023-05-31,Smith's Bar,Vodka,Absolut,152.89,908.53,283.78,1039.42,453.63,2,31,5,22,0,0,391.02,0.0,264.65,0.0,254.12,0.0,341.59,0.0,545.58,877.05,269.5199999999999,119.13967391259733,391.02,280.72142857142853,86.19354759852438,392.07,288.39642857142854,115.94917060154765,563.3,6.754305023068427,3.7026742322078325,0.5368705667532833,0.5368705667532833,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,-4.8582142857142925
2023-06-03,Smith's Bar,Vodka,Absolut,453.63,0.0,1039.42,585.79,493.98,5,3,6,22,1,0,152.89,908.53,391.02,0.0,264.65,0.0,228.72,0.0,379.14,0.0,332.5133333333333,158.6770601987992,453.63,312.8514285714286,103.71662763327339,453.63,293.71714285714285,121.98553807276126,563.3,1.2884983393088885,1.8724223273484446,0.4360066127140962,0.4360066127140962,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,6.23892857142859
2023-06-05,Smith's Bar,Vodka,Absolut,493.98,0.0,585.79,91.81,91.81,0,5,6,23,0,0,453.63,0.0,152.89,908.53,391.02,0.0,281.58,0.0,267.57,0.0,366.8333333333333,186.37554301284638,493.98,343.19428571428574,122.42526112655348,493.98,309.8892857142857,132.7826835016979,563.3,0.18548224170673563,0.26751610915932666,0.841834387089078,0.841834387089078,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,21.1782142857143
2023-06-09,Smith's Bar,Vodka,Absolut,91.81,0.0,91.81,5.6843418860808e-14,0.0,4,9,6,23,0,0,493.98,0.0,453.63,0.0,152.89,908.53,392.07,886.98,175.74,0.0,346.4733333333333,221.46577756694907,493.98,300.3,151.57696218972958,493.98,303.89428571428573,140.94884973549173,563.3,6.124708421593363e-16,1.8928877409526474e-16,0.9892252989979529,0.9892252989979529,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,1.2264285714285814
2023-06-15,Smith's Bar,Vodka,Absolut,0.0,0.0,5.6843418860808e-14,5.6843418860808e-14,0.0,3,15,6,24,0,0,91.81,0.0,493.98,0.0,453.63,0.0,254.12,0.0,132.59,0.0,195.26333333333332,262.7375196528532,493.98,263.9971428571429,190.03318497166813,493.98,294.42357142857145,156.8969219979078,563.3,5.6843418860808e-14,2.1531831081811275e-16,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,-37.54571428571428
2023-06-17,Smith's Bar,Vodka,Absolut,0.0,0.0,5.6843418860808e-14,5.6843418860808e-14,264.06,5,17,6,24,1,0,0.0,0.0,91.81,0.0,493.98,0.0,264.65,0.0,563.3,915.38,30.603333333333296,53.00652821430099,91.81,226.19,214.6175176136997,493.98,254.18785714285713,154.85534228277848,493.98,5.6843418860808e-14,2.513082756125735e-16,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,-65.73785714285715
2023-06-20,Smith's Bar,Vodka,Absolut,264.06,1526.57,5.6843418860808e-14,1262.51,305.68,1,20,6,25,0,0,0.0,0.0,0.0,0.0,91.81,0.0,391.02,0.0,212.57,1411.04,88.01999999999997,152.455112082213,264.06,208.05285714285714,203.439831212596,493.98,257.86571428571426,154.40165945273463,493.98,4.763110239191127,6.068217554604942,264.059999999985,264.059999999985,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,-38.133214285714295
2023-06-27,Smith's Bar,Vodka,Absolut,305.68,1276.66,1262.51,2233.49,584.39,1,27,6,26,0,0,264.06,1526.57,0.0,0.0,0.0,0.0,152.89,908.53,341.59,0.0,189.9133333333333,165.78106566593607,305.68,229.88000000000002,204.72735471027488,493.98,255.3007142857143,153.1973795951979,493.98,7.282802921612103,9.71589524969549,0.24192922889411245,0.24192922889411245,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,-35.55357142857143
2023-07-01,Smith's Bar,Vodka,Absolut,584.39,0.0,2233.49,1649.1,126.33,5,1,7,26,1,0,305.68,1276.66,264.06,1526.57,0.0,0.0,453.63,0.0,228.72,0.0,384.71,174.1755806650289,584.39,248.56,232.61213045181754,584.39,280.7057142857143,176.2123085159702,584.39,2.81709629477784,6.634615384615384,0.26153171417191395,0.26153171417191395,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,34.39392857142855
2023-07-11,Smith's Bar,Vodka,Absolut,126.33,1750.2,1649.1,3272.97,545.16,1,11,7,28,0,0,584.39,0.0,305.68,1276.66,264.06,1526.57,493.98,0.0,281.58,0.0,338.8,230.8190670200363,584.39,196.03857142857143,208.1866601096696,584.39,269.61642857142857,180.97377517653862,584.39,25.70462577554386,16.695540964970448,0.07655899642445912,0.07655899642445912,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,56.35785714285715
2023-07-12,Smith's Bar,Vodka,Absolut,545.16,599.48,3272.97,3327.29,260.43,2,12,7,28,0,0,126.33,1750.2,584.39,0.0,305.68,1276.66,91.81,0.0,392.07,886.98,418.6266666666666,253.89516386361777,584.39,260.80285714285714,238.6459722904961,584.39,280.5514285714286,193.15695856985334,584.39,6.092152482788927,12.757874037313352,0.16651343781403005,0.16651343781403005,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,78.87392857142858
2023-07-20,Smith's Bar,Vodka,Absolut,260.43,726.96,3327.29,3793.82,213.98,3,20,7,29,0,0,545.16,599.48,126.33,1750.2,584.39,0.0,0.0,0.0,254.12,0.0,310.63999999999993,213.88180217119927,545.16,298.00714285714287,209.76347677914816,584.39,281.00214285714287,193.0978918412018,584.39,14.51180048196458,12.730634452673714,0.07824738829849563,0.07824738829849563,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,41.57642857142856
2023-07-21,Smith's Bar,Vodka,Absolut,213.98,0.0,3793.82,3579.84,112.23,4,21,7,29,0,0,260.43,726.96,545.16,599.48,126.33,1750.2,0.0,0.0,264.65,0.0,339.8566666666666,179.30837859211528,545.16,328.5757142857143,171.1313032788122,584.39,277.3828571428572,193.90115080503386,584.39,16.65196762489534,10.895023108394238,0.056387391233312774,0.056387391233312774,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,-9.998928571428584
2023-07-22,Smith's Bar,Vodka,Absolut,112.23,0.0,3579.84,3467.61,337.47,5,22,7,29,1,0,213.98,0.0,260.43,726.96,545.16,599.48,264.06,1526.57,391.02,0.0,195.54666666666662,75.80007145994922,260.43,306.8857142857143,189.325793176484,584.39,257.4692857142857,195.64093741279774,584.39,30.624481144572993,11.299352946653011,0.031341808067380836,0.031341808067380836,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,-42.395357142857165
2023-07-23,Smith's Bar,Vodka,Absolut,337.47,0.0,3467.61,3130.14,544.54,6,23,7,29,1,0,112.23,0.0,213.98,0.0,260.43,726.96,305.68,1276.66,152.89,908.53,221.2266666666666,112.79472520172831,337.47,311.4271428571428,189.6730118488383,584.39,270.6535714285714,194.26580223249013,584.39,9.247909711348123,10.050954362175974,0.09729257541205268,0.09729257541205268,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,-39.29071428571428
2023-07-29,Smith's Bar,Vodka,Absolut,544.54,0.0,3130.14,2585.6,594.0,5,29,7,30,1,0,337.47,0.0,112.23,0.0,213.98,0.0,584.39,0.0,453.63,0.0,331.41333333333324,216.2186310967058,544.54,305.73428571428576,180.49059577137197,545.16,277.14714285714285,202.20946806671586,584.39,4.739524141217876,8.457016830674627,0.1739110994717579,0.1739110994717579,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,24.68035714285712
2023-08-02,Smith's Bar,Vodka,Absolut,594.0,0.0,2585.6,1991.6,519.73,2,2,8,31,0,0,544.54,0.0,337.47,0.0,112.23,0.0,126.33,1750.2,493.98,0.0,492.0033333333333,136.09550408934632,594.0,372.5442857142857,189.35298720090154,594.0,284.2914285714286,211.99008873265544,594.0,3.3472268907563025,5.345941613844567,0.22964509394572025,0.22964509394572025,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,29.9367857142857
2023-08-04,Smith's Bar,Vodka,Absolut,519.73,0.0,1991.6,1471.87,457.33,4,4,8,31,0,0,594.0,0.0,544.54,0.0,337.47,0.0,545.16,599.48,91.81,0.0,552.7566666666665,37.81062593151901,594.0,368.9114285714286,185.69795757524926,594.0,314.85714285714283,212.94995990132992,594.0,2.8265511877556504,3.9897652553071192,0.26083007126367563,0.26083007126367563,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,70.36607142857142
2023-08-14,Smith's Bar,Vodka,Absolut,457.33,919.74,1471.87,1934.28,311.63,0,14,8,33,0,0,519.73,0.0,594.0,0.0,544.54,0.0,260.43,726.96,0.0,0.0,523.6866666666666,68.42085671294444,594.0,397.03999999999996,181.38977203800667,594.0,347.5235714285714,195.27969434819707,594.0,4.220277965657933,4.87175095708241,0.3105026241284024,0.3105026241284024,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,64.34214285714286
2023-08-16,Smith's Bar,Vodka,Absolut,311.63,0.0,1934.28,1622.65,136.44,2,16,8,33,0,0,457.33,919.74,519.73,0.0,594.0,0.0,213.98,0.0,0.0,0.0,429.5633333333333,106.79252470717846,519.73,410.98999999999995,168.2434661435624,594.0,369.78285714285715,168.55109288962117,594.0,5.190320826536161,3.9481495900143564,0.16102579471704354,0.16102579471704354,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,29.03964285714287
2023-08-17,Smith's Bar,Vodka,Absolut,136.44,0.0,1622.65,1486.21,468.19,3,17,8,33,0,0,311.63,0.0,457.33,919.74,519.73,0.0,112.23,0.0,264.06,1526.57,301.7999999999999,160.67068712120468,457.33,414.4485714285714,161.17879114289738,594.0,360.6671428571428,177.90043474796929,594.0,10.813518626309662,3.5859937817547585,0.08403288886151572,0.08403288886151572,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,-43.05642857142856
2023-08-24,Smith's Bar,Vodka,Absolut,468.19,794.89,1486.21,1812.91,109.68,3,24,8,34,0,0,136.44,0.0,311.63,0.0,457.33,919.74,337.47,0.0,305.68,1276.66,305.4199999999999,165.96216044628983,468.19,433.1228571428572,158.32085267101178,594.0,372.27500000000003,179.3326361284226,594.0,3.8639144056778707,4.185671501982282,0.31481095474075615,0.31481095474075615,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,-48.29535714285716
2023-08-29,Smith's Bar,Vodka,Absolut,109.68,0.0,1812.91,1703.23,586.91,1,29,8,35,0,0,468.19,794.89,136.44,0.0,311.63,0.0,544.54,0.0,584.39,0.0,238.10333333333324,199.7096142736584,468.19,371.0,189.55197651303993,594.0,338.3671428571428,181.012003190123,594.0,15.388778460426455,4.590916442048518,0.06046606501976393,0.06046606501976393,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,-67.03321428571432
2023-08-31,Smith's Bar,Vodka,Absolut,586.91,0.0,1703.23,1116.32,0.0,3,31,8,35,0,0,109.68,0.0,468.19,794.89,136.44,0.0,594.0,0.0,126.33,1750.2,388.25999999999993,248.4526552484396,586.91,369.9871428571428,188.17574132658427,586.91,371.2657142857143,181.36467019682857,594.0,1.8987940331003044,3.0171859253796462,0.3443842673817501,0.3443842673817501,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,-12.042857142857184
2023-09-04,Smith's Bar,Vodka,Absolut,0.0,0.0,1116.32,1116.32,586.59,0,4,9,36,0,0,586.91,0.0,109.68,0.0,468.19,794.89,519.73,0.0,545.16,599.48,232.1966666666666,312.04741183565903,586.91,295.73999999999995,219.21821426758027,586.91,332.3257142857143,198.8391975640419,594.0,1116.32,3.774666937174546,0.0,0.0,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,-30.292499999999983
2023-09-06,Smith's Bar,Vodka,Absolut,586.59,0.0,1116.32,529.73,177.13,2,6,9,36,0,0,0.0,0.0,586.91,0.0,109.68,0.0,457.33,919.74,260.43,726.96,391.1666666666667,338.7603082318431,586.91,314.2057142857143,239.5952381870408,586.91,355.6228571428571,208.6336652319847,594.0,0.9015299783862898,1.6859336922125632,0.524997315003759,0.524997315003759,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,23.954285714285696
2023-09-07,Smith's Bar,Vodka,Absolut,177.13,1944.1,529.73,2296.7,353.41,3,7,9,36,0,0,586.59,0.0,0.0,0.0,586.91,0.0,311.63,0.0,213.98,0.0,254.57333333333327,300.865517188882,586.59,294.99142857142857,245.16459256511556,586.91,352.99071428571426,210.7795217196719,594.0,12.893392466176387,7.785649946245411,0.333747856725642,0.333747856725642,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,8.899642857142853
2023-09-13,Smith's Bar,Vodka,Absolut,353.41,873.34,2296.7,2816.63,538.86,2,13,9,37,0,0,177.13,1944.1,586.59,0.0,0.0,0.0,136.44,0.0,112.23,0.0,372.3766666666666,205.38786169911154,586.59,325.9871428571428,235.29523955478342,586.91,370.21785714285716,199.12186064659662,594.0,7.947377331339409,8.640310091107889,0.15381033207120165,0.15381033207120165,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,-7.491428571428592
2023-09-17,Smith's Bar,Vodka,Absolut,538.86,0.0,2816.63,2277.77,449.61,6,17,9,37,1,0,353.41,873.34,177.13,1944.1,586.59,0.0,468.19,794.89,337.47,0.0,356.4666666666665,180.88437089293637,538.86,336.0828571428571,243.77682250467586,586.91,384.6028571428571,203.79372208299148,594.0,4.219186455747787,6.777406081833562,0.19124583426496736,0.19124583426496736,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,35.631071428571445
2023-09-21,Smith's Bar,Vodka,Absolut,449.61,0.0,2277.77,1828.15999999999,597.32,3,21,9,38,0,0,538.86,0.0,353.41,873.34,177.13,1944.1,109.68,0.0,544.54,0.0,447.29333333333324,92.74670254695481,538.86,384.6442857142857,224.23406936035565,586.91,377.8221428571428,199.59898273898986,594.0,4.057078182907592,4.752858856605893,0.19730380863360497,0.19730380863360497,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,15.451428571428565
2023-09-30,Smith's Bar,Vodka,Absolut,597.32,1423.29,1828.15999999999,2654.12999999999,331.09,5,30,9,39,1,0,449.61,0.0,538.86,0.0,353.41,873.34,586.91,0.0,594.0,0.0,528.5966666666666,74.38792263084957,597.32,386.13142857142856,225.82794567461988,597.32,378.05928571428575,199.87735795363986,597.32,4.435970718010412,6.8736440590176295,0.3265542653458436,0.3265542653458436,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,67.1332142857143
2023-10-04,Smith's Bar,Vodka,Absolut,331.09,0.0,2654.12999999999,2323.03999999999,360.42,2,4,10,40,0,0,597.32,1423.29,449.61,0.0,538.86,0.0,0.0,0.0,519.73,0.0,459.3399999999999,133.38143761408477,597.32,433.43,155.05996743195843,597.32,364.58500000000004,195.91132023482936,597.32,6.995212141286971,5.35966592067921,0.12469822569893045,0.12469822569893045,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,6.074285714285728
2023-10-06,Smith's Bar,Vodka,Absolut,360.42,0.0,2323.03999999999,1962.61999999999,584.68,4,6,10,40,0,0,331.09,0.0,597.32,1423.29,449.61,0.0,586.59,0.0,457.33,919.74,429.60999999999996,145.97960576738112,597.32,401.12,140.728155676112,597.32,357.6628571428572,194.08584093835196,597.32,5.430302694925543,4.892850019944131,0.1550833892704091,0.1550833892704091,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,20.131785714285726
2023-10-07,Smith's Bar,Vodka,Absolut,584.68,1634.61,1962.61999999999,3012.54999999999,335.72,5,7,10,40,1,0,360.42,0.0,331.09,0.0,597.32,1423.29,177.13,1944.1,311.63,0.0,425.39666666666653,138.7207534341323,584.68,459.3414285714286,114.47058798785697,597.32,377.1664285714286,202.63521345614535,597.32,5.143679142193673,6.558411265818433,0.2977561850052469,0.2977561850052469,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,7.800357142857125
2023-10-10,Smith's Bar,Vodka,Absolut,335.72,0.0,3012.54999999999,2676.83,436.18,1,10,10,41,0,0,584.68,1634.61,360.42,0.0,331.09,0.0,353.41,873.34,136.44,0.0,426.9399999999999,137.16396465544435,584.68,456.8142857142857,117.35784164357356,597.32,391.40071428571434,191.09509736754654,597.32,7.949720836303159,5.859777339963099,0.11140349421778338,0.11140349421778338,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,-20.57785714285714
2023-10-14,Smith's Bar,Vodka,Absolut,436.18,0.0,2676.83,2240.65,183.71,5,14,10,41,1,0,335.72,0.0,584.68,1634.61,360.42,0.0,538.86,0.0,468.19,794.89,452.1933333333332,125.25011190946421,584.68,442.14571428571435,111.67309700746235,597.32,389.11428571428576,190.2954731954529,597.32,5.125234457202983,5.067673229898352,0.16288562007296953,0.16288562007296953,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,-11.067857142857163
2023-10-17,Smith's Bar,Vodka,Absolut,183.71,0.0,2240.65,2056.94,226.17,1,17,10,42,0,0,436.18,0.0,335.72,0.0,584.68,1634.61,449.61,0.0,109.68,0.0,318.5366666666666,127.1091083806877,436.18,404.16,148.01924705929298,597.32,394.40214285714285,182.8148944099793,597.32,11.136051107140924,5.089420031670626,0.08195302567305333,0.08195302567305333,False,False,True,False,False,False,False,False,True,False,False,286.12915492957745,312.7358823529412,-37.69107142857143
